experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,sensitivity_factor,sensitivity_value,default_reference_value,fixed_data_flag
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed0__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:30Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,0,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8768788468816415,0.9085063091968447,0.5555555555555556,0.87,26,0.26,0.4033045470714569,0.3418942093849182,36114.3671875,33926.39453125,2187.97265625,35069.875,5.222455978393555,0.9389794870003243,0.1177828079999017,0.8187526649999199,0.0024024590020417236,0.0019030509993172018,0.002729175549999733,451.296875,ok,False,,,tau_mult,1.1,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed1__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:31Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,1,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8752745873288594,0.9077570869667239,0.5555555555555556,0.865,26,0.26,0.4020082950592041,0.33538389205932617,36108.59765625,33454.0859375,2654.51171875,35087.42578125,5.105858325958252,0.8473818940001365,0.12333150300037232,0.721582871999999,0.0026343019999330863,0.0016008210004656576,0.002405276239999997,451.2265625,ok,False,,,tau_mult,1.1,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed2__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:32Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,2,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8728032139844207,0.9066127929577492,0.5405405405405406,0.855,27,0.27,0.40660008788108826,0.369909405708313,36112.85546875,34019.36328125,2093.4921875,35013.38671875,5.497335910797119,0.8219832960003259,0.11708515999998781,0.7022633769993263,0.0027872270002262667,0.0020165109999652486,0.0023408779233310877,450.2421875,ok,False,,,tau_mult,1.1,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed3__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:33Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,3,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5555555555555556,0.85,26,0.26,0.40264153480529785,0.3604307770729065,36106.2578125,33544.24609375,2562.01171875,35068.640625,5.188094139099121,1.0790819300000294,0.11503562300094927,0.9612559990000591,0.0032068529981188476,0.002248838000014075,0.0032041866633335304,451.3125,ok,False,,,tau_mult,1.1,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed4__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:34Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,4,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5555555555555556,0.85,26,0.26,0.40158212184906006,0.3524704575538635,36102.453125,34084.38671875,2018.06640625,35083.82421875,5.093147277832031,1.1789602440003364,0.16072287499991944,1.0149498180016963,0.003566053001122782,0.002668496001206222,0.003383166060005654,451.390625,ok,False,,,tau_mult,1.1,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed5__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:36Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,5,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8713184771469268,0.9059309964406863,0.5555555555555556,0.845,26,0.26,0.4033753275871277,0.3542932868003845,36103.28515625,33705.17578125,2398.109375,35061.23828125,5.2102437019348145,1.1789657609988353,0.17975854500036803,0.9967619349990855,0.0038821219986857614,0.0017761680010153214,0.003322539783330285,452.61328125,ok,False,,,tau_mult,1.1,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed6__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:37Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,6,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8708232455998861,0.905704516970206,0.5555555555555556,0.835,26,0.26,0.4005756676197052,0.3377535939216614,36116.6484375,34031.90625,2084.7421875,35105.15234375,5.057473659515381,0.8452747629999067,0.11668556699987676,0.7264303100000689,0.002410697999948752,0.001647932000196306,0.002421434366666896,451.015625,ok,False,,,tau_mult,1.1,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed7__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:37Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,7,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8713184771469268,0.9059309964406863,0.5882352941176471,0.845,24,0.24,0.399139404296875,0.3401920199394226,36101.66796875,34154.51953125,1947.1484375,35115.4296875,4.931188583374023,0.8978867339992576,0.11622769700079516,0.7793793239998195,0.00270508600078756,0.0017468440000811825,0.002597931079999398,449.109375,ok,False,,,tau_mult,1.1,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed8__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:38Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,8,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8768788468816415,0.9085063091968447,0.5555555555555556,0.87,26,0.26,0.4040842056274414,0.35737544298171997,36119.81640625,33540.44140625,2579.375,35054.96875,5.324247360229492,0.8087149639995914,0.11604701700161968,0.6905380900007003,0.002474032002282911,0.0015792869999131653,0.0023017936333356677,450.1796875,ok,False,,,tau_mult,1.1,1.0,True
sens_synth__synthetic_n200_d100_fixedseed3101__tau_mult__seed9__divi,run_divi_sensitivity_synth.py,2026-03-25T09:30:39Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_tau_mult,200,100,3,0.1,0.9,3.0,3101,9,divi,1,divi,200.0,1.0,80,manual_mult,156.08323865251398,1.1,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8709470684613785,0.9057611001961952,0.5405405405405406,0.84,27,0.27,0.40041789412498474,0.3452681303024292,36113.828125,33727.671875,2386.15625,35103.734375,5.050462245941162,0.8234613979984715,0.13019557000006898,0.691047587999492,0.0022926589990674984,0.0017040679995261598,0.0023034919599983065,451.48828125,ok,False,,,tau_mult,1.1,1.0,True
