experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,runtime_axis,runtime_value,baseline_timeout_sec,baseline_converged_flag,source_runs_csv,sensitivity_factor,sensitivity_value,default_reference_value,fixed_data_flag
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed9__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:47Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,9,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.005,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8831563056364267,0.9114882454681424,0.625,0.885,22.0,0.22,0.3726125061511993,0.3058326244354248,36177.265625,33959.01171875,2218.25390625,35569.078125,3.0409297943115234,0.8502096789998177,0.1328342340020754,0.7145362800001749,0.0023687009997956,0.0020603779994416,0.0023817876000005,447.91015625,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.005,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed0__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:48Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,0,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8768788468816415,0.9085063091968448,0.5555555555555556,0.87,26.0,0.26,0.4033045470714569,0.3418942093849182,36114.3671875,33926.39453125,2187.97265625,35069.875,5.222455978393555,1.1217542470003536,0.1196532549984112,0.9991663620021428,0.003693384998769,0.0023364599983324,0.0033305545400071,447.921875,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed1__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:49Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,1,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8752745873288594,0.907757086966724,0.5555555555555556,0.865,26.0,0.26,0.4020082950592041,0.3353838920593261,36108.59765625,33454.0859375,2654.51171875,35087.42578125,5.105858325958252,1.2498983960031185,0.17367435900087,1.072639773003175,0.0035132859993609,0.0028218589977768,0.0035754659100105,451.46875,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed2__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:50Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,2,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8728032139844207,0.9066127929577492,0.5405405405405406,0.855,27.0,0.27,0.4066000878810882,0.369909405708313,36112.85546875,34019.36328125,2093.4921875,35013.38671875,5.497335910797119,1.1729476370019256,0.1975643140031024,0.9729989510015002,0.0036952439986635,0.0016545950020372,0.0032433298366716,447.93359375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed3__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:51Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,3,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5555555555555556,0.85,26.0,0.26,0.4026415348052978,0.3604307770729065,36106.2578125,33544.24609375,2562.01171875,35068.640625,5.188094139099121,0.826972818998911,0.1209626130003016,0.7033842729979369,0.0023670449991186,0.0020583049990818,0.0023446142433264,451.2421875,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed4__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:52Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,4,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5555555555555556,0.85,26.0,0.26,0.40158212184906,0.3524704575538635,36102.453125,34084.38671875,2018.06640625,35083.82421875,5.093147277832031,0.8356016039979295,0.1289043010001478,0.7045164139999542,0.002476720004779,0.001599912000529,0.0023483880466665,451.24609375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed5__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:53Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,5,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8713184771469268,0.9059309964406864,0.5555555555555556,0.845,26.0,0.26,0.4033753275871277,0.3542932868003845,36103.28515625,33705.17578125,2398.109375,35061.23828125,5.210243701934815,0.8248167539968563,0.1142721899996104,0.708004133997747,0.0026753939964692,0.0018837290008377,0.0023600137799924,451.48046875,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed6__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:53Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,6,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8708232455998861,0.905704516970206,0.5555555555555556,0.835,26.0,0.26,0.4005756676197052,0.3377535939216614,36116.6484375,34031.90625,2084.7421875,35105.15234375,5.057473659515381,0.8519205279990274,0.11723866399916,0.7322562570006994,0.0023727520019747,0.0018542790021456,0.0024408541900023,451.18359375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed7__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:54Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,7,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8713184771469268,0.9059309964406864,0.5882352941176471,0.845,24.0,0.24,0.399139404296875,0.3401920199394226,36101.66796875,34154.51953125,1947.1484375,35115.4296875,4.931188583374023,0.8274184750007407,0.1176338250006665,0.7076066369991167,0.002301175998582,0.0016379859989683,0.002358688789997,451.1875,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed8__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:55Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,8,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8768788468816415,0.9085063091968448,0.5555555555555556,0.87,26.0,0.26,0.4040842056274414,0.3573754429817199,36119.81640625,33540.44140625,2579.375,35054.96875,5.324247360229492,0.8042755989990837,0.1142273559999011,0.6877809500001604,0.0023049270021147,0.0017000830011966,0.0022926031666672,451.796875,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed9__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:56Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,9,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.01,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8709470684613785,0.9057611001961952,0.5405405405405406,0.84,27.0,0.27,0.4004178941249847,0.3452681303024292,36113.828125,33727.671875,2386.15625,35103.734375,5.050462245941162,0.8548870810009248,0.1327136839972809,0.720026641000004,0.0023445870028808,0.0016058339970186,0.0024000888033333,451.8828125,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.01,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed0__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:57Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,0,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8728032139844207,0.9066127929577492,0.5405405405405406,0.855,27.0,0.27,0.4085249006748199,0.3452052474021911,36142.75,33969.546875,2173.203125,34992.81640625,5.749667167663574,0.8520162630011328,0.113881045999733,0.7358082840000861,0.0023091490002116,0.0017887610010802,0.0024526942800002,452.34375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed1__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:58Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,1,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8739158247239887,0.907126483252872,0.5128205128205128,0.86,29.0,0.29,0.407753586769104,0.3394044637680053,36137.28125,33462.3203125,2674.9609375,35001.17578125,5.680517673492432,0.8915211200001067,0.12353944500137,0.7656355949984572,0.0024620059957669,0.0018056049993901,0.0025521186499948,451.80859375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed2__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:59Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,2,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8739158247239887,0.907126483252872,0.5263157894736842,0.86,28.0,0.28,0.4134111106395721,0.3888542056083679,36151.296875,33975.69921875,2175.59765625,34918.80078125,6.162489891052246,0.8480012670006545,0.1134915449983964,0.7320760269976745,0.0023147590000007,0.0017901360006362,0.0024402534233255,451.6640625,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed3__divi,run_divi_sensitivity_synth.py,2026-03-25T13:17:59Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,3,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8709470684613785,0.9057611001961952,0.5128205128205128,0.84,29.0,0.29,0.4091731905937195,0.3667176961898803,36143.8125,33573.578125,2570.234375,34976.20703125,5.838022232055664,0.8598440099995059,0.1136132169995107,0.7439800089996425,0.0023780569972586,0.0017221099988091,0.0024799333633321,452.50390625,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed4__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:01Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,4,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8728032139844207,0.9066127929577492,0.5555555555555556,0.855,26.0,0.26,0.4069554507732391,0.3713113367557525,36134.453125,34137.95703125,1996.49609375,34997.703125,5.6837592124938965,1.087111251999886,0.1174936700008402,0.9667587930016452,0.0029504359990824,0.002325784000277,0.0032225293100054,451.05859375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed5__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:02Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,5,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8752745873288594,0.907757086966724,0.5,0.865,30.0,0.3,0.4108831286430359,0.3629617393016815,36138.61328125,33452.71875,2685.89453125,34955.2578125,5.916780471801758,1.2302518200012855,0.1659025099979771,1.0608666480002285,0.0039495969976997,0.0027774509981099,0.0035362221600007,451.06640625,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed6__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:03Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,6,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5263157894736842,0.85,28.0,0.28,0.4077476263046264,0.3437445163726806,36145.07421875,33822.12109375,2322.953125,34994.53125,5.752713203430176,1.1606735089990252,0.1777046189999964,0.9805495550026536,0.0040069429996947,0.001705384998786,0.0032684985166755,448.46484375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed7__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:04Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,7,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8752745873288594,0.907757086966724,0.5405405405405406,0.865,27.0,0.27,0.4022912979125976,0.3698287308216095,36139.20703125,34105.11328125,2034.09375,35073.05078125,5.330776691436768,0.8791699899993546,0.1158065589988837,0.761102865999419,0.0028278550016693,0.0017211609992955,0.0025370095533313,452.2109375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed8__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:05Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,8,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.880820652049919,0.9103692378616044,0.5128205128205128,0.88,29.0,0.29,0.4096695780754089,0.3707686960697174,36151.23828125,33610.671875,2540.56640625,34975.22265625,5.880084991455078,0.8435383629985154,0.1159016039964626,0.7251136720005888,0.0022798850040999,0.0019299830019008,0.0024170455733352,451.8359375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed9__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:06Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,9,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.02,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8752745873288594,0.907757086966724,0.5263157894736842,0.865,28.0,0.28,0.4063230752944946,0.3544072210788727,36150.484375,33729.41015625,2421.07421875,35018.37890625,5.660528182983398,0.8581494589998329,0.1135365160007495,0.7422333499998786,0.0025177300012728,0.001801948998036,0.0024741111666662,450.921875,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.02,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed0__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:06Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,0,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8752745873288594,0.907757086966724,0.4878048780487805,0.865,31.0,0.31,0.4106747508049011,0.3421128094196319,36194.53125,33885.47265625,2309.05859375,34956.8515625,6.188399791717529,0.865116308999859,0.1348524280001584,0.7277469309992739,0.0023604430025443,0.0018966259995067,0.0024258231033309,451.15234375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed1__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:07Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,1,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.881590809537553,0.8961999449571055,0.4761904761904761,0.9,32.0,0.32,0.4113397896289825,0.3609967827796936,36206.5,33523.62109375,2682.87890625,34948.2734375,6.291122913360596,0.9435032949986636,0.1225715790023969,0.8184266649986967,0.0029156360033084,0.0017139889969257,0.0027280888833289,451.39453125,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed2__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:08Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,2,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5,0.85,30.0,0.3,0.4165924191474914,0.3779016137123108,36193.390625,34035.47265625,2157.91796875,34874.12890625,6.59630012512207,0.9606126459984808,0.1213216020005347,0.8369700260009267,0.0031442520012205,0.0017227919997822,0.0027899000866697,451.7734375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed3__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:09Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,3,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8752745873288594,0.907757086966724,0.4545454545454545,0.865,34.0,0.34,0.4173827469348907,0.367937296628952,36211.96484375,33697.63671875,2514.328125,34861.515625,6.75224494934082,0.9284372639995128,0.1179454199991596,0.8081894440001633,0.0026199079984507,0.0017420660005882,0.0026939648133338,451.24609375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed4__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:10Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,4,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8752745873288594,0.907757086966724,0.5405405405405406,0.865,27.0,0.27,0.4097342789173126,0.3873678743839264,36203.125,34233.74609375,1969.37890625,34961.015625,6.210541725158691,0.8920614700000442,0.1184429590030049,0.7710067849984625,0.0024670470011187,0.0018452410004101,0.0025700226166615,451.85546875,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed5__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:11Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,5,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8739158247239887,0.907126483252872,0.5,0.86,30.0,0.3,0.4160102903842926,0.3852174282073974,36210.55859375,33408.0078125,2802.55078125,34883.3125,6.636236190795898,0.8849478499978432,0.1145295269998314,0.7680993780013523,0.0024445229973935,0.0017635119984333,0.0025603312600045,448.015625,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed6__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:12Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,6,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8728032139844207,0.9066127929577492,0.4761904761904761,0.855,32.0,0.32,0.4127119183540344,0.381912887096405,36238.62890625,33902.69140625,2335.9375,34929.04296875,6.547932624816895,0.9356961560006312,0.1208777309984725,0.8124737340003776,0.0024315699993167,0.0017563660003361,0.0027082457800012,451.40625,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed7__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:13Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,7,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.880820652049919,0.9103692378616044,0.5882352941176471,0.88,24.0,0.24,0.4009191393852234,0.3703136444091797,36181.66796875,34055.328125,2126.33984375,35090.34375,5.456630229949951,1.0679689859971404,0.1224539120012195,0.9422244819979824,0.0026982210001733,0.0027182800004084,0.0031407482733266,451.56640625,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed8__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:14Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,8,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5128205128205128,0.85,29.0,0.29,0.4122655093669891,0.3835600018501282,36213.30859375,33691.2265625,2522.08203125,34942.1171875,6.355956077575684,1.2070959509983368,0.1803069769994181,1.02344160299981,0.0031689879979239,0.0025871389989333,0.0034114720099993,451.87109375,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n200_d100_fixedseed3101__lr__seed9__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:16Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d100_fixedseed3101,sens_lr,200,100,3,0.1,0.9,3.0,3101.0,9,divi,1.0,divi,200.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.05,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.8719372920321685,0.9062146470278732,0.5128205128205128,0.85,29.0,0.29,0.411858856678009,0.3751944899559021,36227.08203125,33772.42578125,2454.65625,34943.0,6.420401096343994,1.222174962000281,0.1882339269977819,1.0316195330015034,0.00339338699996,0.0016709890005586,0.0034387317766716,452.7890625,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.05,0.01,True
sens_synth__synthetic_n1000_d100_fixedseed3102__lr__seed0__divi,run_divi_sensitivity_synth.py,2026-03-25T13:18:18Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d100_fixedseed3102,sens_lr,1000,100,3,0.1,0.9,3.0,3102.0,0,divi,1.0,divi,1000.0,1.0,80.0,auto_entropy,141.89385332046726,1.0,0.005,1.0,0.1,300.0,300.0,4,3,80.0,240.0,"[80, 160, 240]",0.9555420057172234,0.9502440291577592,1.0,0.969,10.0,0.1,0.2373430579900741,0.1553176045417785,188579.59375,182787.25,5792.34375,187145.40625,1.4341914653778076,2.280706546996953,0.1516177900011825,2.119560464998358,0.0060953620013606,0.0088369359982607,0.0070652015499945,462.82421875,ok,False,,,,,,,outputs_revision/sensitivity_synth/lr/runs.csv,lr,0.005,0.01,True
