experiment_id,script_name,timestamp,git_commit,hostname,device_type,device_name,dataset,dataset_variant,split_name,N,D,K_true,informative_ratio,noise_ratio,noise_sigma,data_seed,run_seed,method,prior_mode,baseline_name,beta,beta_mult,Tsplit,tau_mode,tau,tau_mult,lr,temp_start,temp_end,max_epochs,epochs_completed,final_K,split_count,first_split_epoch,last_split_epoch,split_epochs_json,ari,nmi,f1_feature,acc,selected_dims_count,selected_dims_ratio,mean_phi,median_phi,objective_final,objective_best,objective_gap,nll_final,kl_final,wallclock_total_sec,wallclock_stepA_sec,wallclock_train_sec,wallclock_split_diag_sec,wallclock_post_sec,time_per_epoch_sec,peak_memory_mb,status,timeout_flag,error_message,artifact_dir,runtime_axis,runtime_value,baseline_timeout_sec,baseline_converged_flag
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed2__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:04:33Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,2,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.03869483324588005,0.054661275556140365,nan,0.46,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.037853,nan,0.037853,nan,nan,nan,1001.5234375,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed2__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:04:34Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,2,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.021779398478164517,0.04309828501431109,nan,0.415,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.349289,nan,1.349289,nan,nan,nan,1001.5234375,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed2__spkm,run_divi_runtime_synth.py,2026-03-25T10:04:34Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,2,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,208,0.208,nan,nan,nan,nan,nan,nan,nan,0.140706,nan,0.140706,nan,nan,nan,1001.5234375,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed3__divi,run_divi_runtime_synth.py,2026-03-25T10:04:39Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,3,divi,1,divi,200.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.2758464938710653,0.38705769948999197,nan,0.475,348,0.348,0.41608119010925293,0.39210277795791626,369432.75,352427.25,17005.5,358399.3125,55.16716003417969,4.816586512999493,1.1466948070010403,3.657293579000907,0.012165544998424593,0.01162365799973486,0.01219097859666969,876.703125,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed3__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:04:39Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,3,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.11453822587903327,0.1186262427771677,nan,0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05833,nan,0.05833,nan,nan,nan,876.703125,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed3__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:04:42Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,3,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.11453822587903327,0.1186262427771677,nan,0.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.115403,nan,3.115403,nan,nan,nan,876.703125,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed3__spkm,run_divi_runtime_synth.py,2026-03-25T10:04:42Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,3,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,208,0.208,nan,nan,nan,nan,nan,nan,nan,0.249485,nan,0.249485,nan,nan,nan,876.703125,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed4__divi,run_divi_runtime_synth.py,2026-03-25T10:04:47Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,4,divi,1,divi,200.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.2782328674864159,0.3911969637108858,nan,0.495,359,0.359,0.41702887415885925,0.39234477281570435,369502.28125,353047.96875,16454.3125,358307.78125,55.972511291503906,4.80834167499961,1.1427523889997246,3.651608223999574,0.010473607999301748,0.013021648999711033,0.012172027413331914,876.703125,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed4__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:04:47Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,4,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.00941384910980735,0.02722045300283129,nan,0.395,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.036782,nan,0.036782,nan,nan,nan,876.703125,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed4__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:04:49Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,4,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.01216091228527487,0.018269400352069583,nan,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.388605,nan,1.388605,nan,nan,nan,876.703125,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n200_d1000_noise3.0__runtime_nscale__seed4__spkm,run_divi_runtime_synth.py,2026-03-25T10:04:49Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n200_d1000_noise3.0,runtime_nscale,200,1000,3,0.01,0.99,3.0,20260526,4,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,208,0.208,nan,nan,nan,nan,nan,nan,nan,0.137675,nan,0.137675,nan,nan,nan,876.703125,ok,False,,,N,200,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed0__divi,run_divi_runtime_synth.py,2026-03-25T10:05:00Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,0,divi,1,divi,500.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.7414338815172202,0.7699525626176648,nan,0.816,72,0.072,0.2805953621864319,0.2539852559566498,965723.5,938021.5625,27701.9375,941639.375,48.16828918457031,10.813405999000679,1.358893263999562,9.421522271999493,0.027411772000050405,0.03157070400084194,0.03140507423999831,876.703125,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed0__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:00Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,0,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.3651290846767301,0.39496436909441685,nan,0.612,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.22523,nan,0.22523,nan,nan,nan,876.703125,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed0__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:02Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,0,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.4157804916216244,0.440532974979848,nan,0.648,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.759344,nan,1.759344,nan,nan,nan,876.703125,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed0__spkm,run_divi_runtime_synth.py,2026-03-25T10:05:02Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,0,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,471,0.471,nan,nan,nan,nan,nan,nan,nan,0.415238,nan,0.415238,nan,nan,nan,876.703125,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed1__divi,run_divi_runtime_synth.py,2026-03-25T10:05:13Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,1,divi,1,divi,500.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.6791095829688009,0.7081717597300375,nan,0.762,77,0.077,0.2815124988555908,0.2546587586402893,965940.4375,936005.9375,29934.5,941532.75,48.81538772583008,10.46698011800072,1.3569096669998544,9.078661436999028,0.02533216800111404,0.029892849001043942,0.03026220478999676,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed1__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:13Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,1,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.34919400958281,0.37646401500712917,nan,0.598,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.167066,nan,0.167066,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed1__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:15Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,1,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.3416733068068764,0.3616955762945346,nan,0.634,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.817469,nan,1.817469,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed1__spkm,run_divi_runtime_synth.py,2026-03-25T10:05:15Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,1,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,471,0.471,nan,nan,nan,nan,nan,nan,nan,0.369758,nan,0.369758,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed2__divi,run_divi_runtime_synth.py,2026-03-25T10:05:25Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,2,divi,1,divi,500.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.7059485071173027,0.7456583610126141,nan,0.792,69,0.069,0.28050941228866577,0.24946770071983337,965743.375,938272.3125,27471.0625,941705.125,48.07646560668945,10.40078850700047,1.3713681520002865,8.998189998999806,0.025161059997117263,0.02972792300170113,0.029993966663332684,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed2__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:26Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,2,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.4022235364493603,0.42560733013972984,nan,0.644,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.226684,nan,0.226684,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed2__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:27Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,2,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.3818278650225678,0.3986623445647697,nan,0.636,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.8278219999999998,nan,1.8278219999999998,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed2__spkm,run_divi_runtime_synth.py,2026-03-25T10:05:28Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,2,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,471,0.471,nan,nan,nan,nan,nan,nan,nan,0.376966,nan,0.376966,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed3__divi,run_divi_runtime_synth.py,2026-03-25T10:05:38Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,3,divi,1,divi,500.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.6482742645445949,0.6967100644818497,nan,0.742,73,0.073,0.2806745767593384,0.24960410594940186,965888.125,936634.9375,29253.1875,941804.75,48.16676330566406,10.601371089000168,1.3400368410002557,9.227792939998835,0.027704334999725688,0.032078842999908375,0.030759309799996117,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed3__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:39Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,3,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.35946807991960905,0.4206258578144751,nan,0.608,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.213718,nan,0.213718,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed3__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:40Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,3,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.3568041983441514,0.4057127914634659,nan,0.606,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.883643,nan,1.883643,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed3__spkm,run_divi_runtime_synth.py,2026-03-25T10:05:41Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,3,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,471,0.471,nan,nan,nan,nan,nan,nan,nan,0.398777,nan,0.398777,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed4__divi,run_divi_runtime_synth.py,2026-03-25T10:05:52Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,4,divi,1,divi,500.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.7229713123746909,0.7619800033890214,nan,0.796,75,0.075,0.2815297245979309,0.25372281670570374,965740.6875,936855.0,28885.6875,941355.375,48.77058410644531,10.64544673799901,1.364071337000496,9.249459848999322,0.026746794997961842,0.03038940700025705,0.030831532829997742,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed4__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:52Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,4,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.33560717378726174,0.35023062456312387,nan,0.604,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.177126,nan,0.177126,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed4__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:05:54Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,4,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.33560717378726174,0.35023062456312387,nan,0.604,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.814711,nan,1.814711,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n500_d1000_noise3.0__runtime_nscale__seed4__spkm,run_divi_runtime_synth.py,2026-03-25T10:05:54Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n500_d1000_noise3.0,runtime_nscale,500,1000,3,0.01,0.99,3.0,20260826,4,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],1.0,1.0,nan,1.0,471,0.471,nan,nan,nan,nan,nan,nan,nan,0.385839,nan,0.385839,nan,nan,nan,811.84375,ok,False,,,N,500,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed0__divi,run_divi_runtime_synth.py,2026-03-25T10:06:15Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,0,divi,1,divi,1000.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8716462322294324,0.90161019952655,nan,0.863,26,0.026,0.2464456856250763,0.21817323565483093,1948626.0,1895962.5,52663.5,1906229.375,42.39667510986328,20.828084519000186,1.73063943499983,19.03089331999945,0.05630816200027766,0.06425683700035734,0.06343631106666484,765.68359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed0__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:06:15Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,0,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.5047385502161924,0.5067625964579401,nan,0.782,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.408102,nan,0.408102,nan,nan,nan,765.68359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed0__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:06:18Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,0,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.5030198105093872,0.5807226216894823,nan,0.665,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.506433,nan,2.506433,nan,nan,nan,765.68359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed0__spkm,run_divi_runtime_synth.py,2026-03-25T10:06:19Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,0,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9970015045323003,0.9938029489046497,nan,0.999,871,0.871,nan,nan,nan,nan,nan,nan,nan,0.881682,nan,0.881682,nan,nan,nan,765.68359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed1__divi,run_divi_runtime_synth.py,2026-03-25T10:06:40Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,1,divi,1,divi,1000.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8685738772560065,0.9002961256072078,nan,0.849,28,0.028,0.2477620542049408,0.22118377685546875,1948754.75,1900294.5,48460.25,1905255.625,43.49918746948242,20.931833290000213,1.7824777989990253,19.08770714000093,0.05309780099742056,0.05914565600141941,0.06362569046666977,811.3359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed1__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:06:40Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,1,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.5392122916434462,0.6106245133205501,nan,0.745,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.332932,nan,0.332932,nan,nan,nan,811.3359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed1__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:06:42Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,1,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.36521384937122703,0.4375822988777034,nan,0.609,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.485039,nan,2.485039,nan,nan,nan,811.3359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed1__spkm,run_divi_runtime_synth.py,2026-03-25T10:06:43Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,1,spkm,nan,spkm,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.9970015045323003,0.9938029489046497,nan,0.999,871,0.871,nan,nan,nan,nan,nan,nan,nan,0.85894,nan,0.85894,nan,nan,nan,811.3359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed2__divi,run_divi_runtime_synth.py,2026-03-25T10:07:03Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,2,divi,1,divi,1000.0,1.0,80,auto_entropy,1418.9385332046727,1.0,0.01,1.0,0.1,300,300,4,3,80,240,"[80, 160, 240]",0.8803194108139746,0.8730971786967476,nan,0.917,29,0.029,0.2466016262769699,0.2193429172039032,1948689.0,1901924.5,46764.5,1906158.0,42.53105163574219,19.888055452998742,1.7027367219998268,18.123816240999076,0.054202261999307666,0.05915587500021502,0.06041272080333025,811.3359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed2__kmeans_oracle,run_divi_runtime_synth.py,2026-03-25T10:07:04Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,2,kmeans_oracle,nan,kmeans_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.5492108536270206,0.5892692603622637,nan,0.782,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.902603,nan,0.902603,nan,nan,nan,811.3359375,ok,False,,,N,1000,nan,True
runtime_synth__synthetic_n1000_d1000_noise3.0__runtime_nscale__seed2__gmm_oracle,run_divi_runtime_synth.py,2026-03-25T10:07:07Z,unknown,x86_64,cpu,x86_64,synthetic,synthetic_n1000_d1000_noise3.0,runtime_nscale,1000,1000,3,0.01,0.99,3.0,20261326,2,gmm_oracle,nan,gmm_oracle,nan,nan,nan,,nan,nan,nan,nan,nan,nan,nan,3,0,nan,nan,[],0.5492108536270206,0.5892692603622637,nan,0.782,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.8143890000000003,nan,2.8143890000000003,nan,nan,nan,811.3359375,ok,False,,,N,1000,nan,True
